Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Alex Tanguay,--,L,L,1979-11-21,Ste-Justine,QC,CAN,CAN,73,194,1998,1,12,19992000,N,80,22,33,55
Vladimir Tarasenko,FLA,L,R,1991-12-13,Yaroslavl,--,RUS,RUS,73,219,2010,1,16,20122013,N,77,37,36,73
Tomas Tatar,SEA,L,L,1990-12-01,Ilava,--,SVK,SVK,70,173,2009,2,60,20102011,N,82,29,27,56
John Tavares,TOR,L,C,1990-09-20,Mississauga,ON,CAN,CAN,73,211,2009,1,1,20092010,N,82,38,48,86
Matt Tennyson,--,R,D,1990-04-23,Minneapolis,MN,USA,USA,74,205,--,--,--,20122013,N,27,2,6,8
Teuvo Teravainen,CAR,L,L,1994-09-11,Helsinki,--,FIN,FIN,71,191,2012,1,18,20132014,N,34,4,5,9
Chris Terry,--,L,L,1989-04-07,Brampton,ON,CAN,CAN,70,191,2007,5,132,20122013,N,57,11,9,20
Christian Thomas,--,R,L,1992-05-26,Toronto,ON,CAN,CAN,69,175,2010,2,40,20122013,N,18,1,0,1
Nate Thompson,--,L,C,1984-10-05,Anchorage,AK,USA,USA,73,205,2003,6,183,20062007,N,80,5,13,18
Chris Thorburn,--,R,R,1983-06-03,Sault Ste. Marie,ON,CAN,CAN,75,235,2001,2,50,20052006,N,81,7,7,14
Joe Thornton,--,L,C,1979-07-02,London,ON,CAN,CAN,76,220,1997,1,1,19971998,N,78,16,49,65
Shawn Thornton,--,R,L,1977-07-23,Oshawa,ON,CAN,CAN,74,217,1997,7,190,20022003,N,46,1,4,5
Chris Tierney,NJD,L,C,1994-07-01,Keswick,ON,CAN,CAN,73,191,2012,2,55,20142015,N,43,6,15,21
Kimmo Timonen,--,L,D,1975-03-18,Kuopio,--,FIN,FIN,70,194,1993,10,250,19981999,N,16,0,0,0
Jarred Tinordi,CHI,L,D,1992-02-20,Millersville,MD,USA,USA,78,229,2010,1,22,20122013,N,13,0,2,2
Jiri Tlusty,--,L,L,1988-03-16,Slany,--,CZE,CZE,72,205,2006,1,13,20072008,N,72,14,17,31
Jonathan Toews,--,L,C,1988-04-29,Winnipeg,MB,CAN,CAN,74,201,2006,1,3,20072008,N,81,28,38,66
Tyler Toffoli,WPG,R,C,1992-04-24,Scarborough,ON,CAN,CAN,72,203,2010,2,47,20122013,N,76,23,26,49
Jordin Tootoo,--,R,R,1983-02-02,Churchill,MB,CAN,CAN,69,195,2001,4,98,20032004,N,68,10,5,15
Vincent Trocheck,NYR,R,C,1993-07-11,Pittsburgh,PA,USA,USA,71,187,2011,3,64,20132014,N,50,7,15,22
Corey Tropp,--,R,R,1989-07-25,Grosse Pointe Woods,MI,USA,USA,72,192,2007,3,89,20112012,N,61,1,7,8
Zach Trotman,--,R,D,1990-08-26,Carmel,IN,USA,USA,75,217,2010,7,210,20132014,N,27,1,4,5
Jacob Trouba,NYR,R,D,1994-02-26,Rochester,MI,USA,USA,75,209,2012,1,9,20132014,N,65,7,15,22
Kyle Turris,--,R,C,1989-08-14,New Westminster,BC,CAN,CAN,73,190,2007,1,3,20072008,N,82,24,40,64
Fedor Tyutin,--,L,D,1983-07-19,Izhevsk,--,RUS,RUS,74,221,2001,2,40,20032004,N,67,3,12,15
R.J. Umberger,--,L,C,1982-05-03,Pittsburgh,PA,USA,USA,74,214,2001,1,16,20052006,N,67,9,6,15
Scottie Upshall,--,L,R,1983-10-07,Fort McMurray,AB,CAN,CAN,72,200,2002,1,6,20022003,N,63,8,7,15
James van Riemsdyk,BOS,L,L,1989-05-04,Middletown,NJ,USA,USA,75,208,2007,1,2,20092010,N,82,27,29,56
Trevor van Riemsdyk,WSH,R,D,1991-07-24,Middletown,NJ,USA,USA,75,191,--,--,--,20142015,N,18,0,1,1
Chris VandeVelde,--,L,C,1987-03-15,Moorhead,MN,USA,USA,74,190,2005,4,97,20102011,N,72,9,6,15
Thomas Vanek,--,R,L,1984-01-19,Vienna,--,AUT,AUT,74,214,2003,1,5,20052006,N,80,21,31,52
Phil Varone,--,L,C,1990-12-04,Vaughan,ON,CAN,CAN,70,193,2009,5,147,20132014,N,28,3,2,5
Sami Vatanen,--,R,D,1991-06-03,Jyväskylä,--,FIN,FIN,70,185,2009,4,106,20122013,N,67,12,25,37
Stephane Veilleux,--,L,L,1981-11-16,Beauceville,QC,CAN,CAN,73,200,2001,3,93,20022003,N,12,1,1,2
Antoine Vermette,--,L,C,1982-07-20,St. Agapit,QC,CAN,CAN,73,197,2000,2,55,20032004,N,82,13,25,38
Kris Versteeg,--,R,R,1986-05-13,Lethbridge,AB,CAN,CAN,71,176,2004,5,134,20072008,N,61,14,20,34
Linden Vey,--,R,R,1991-07-17,Wakaw,SK,CAN,CAN,72,189,2009,4,96,20132014,N,75,10,14,24
Lubomir Visnovsky,--,L,D,1976-08-11,Topolcany,--,SVK,SVK,70,192,2000,4,118,20002001,N,53,5,15,20
Joe Vitale,--,R,C,1985-08-20,St. Louis,MO,USA,USA,71,205,2005,7,195,20102011,N,70,3,6,9
Marc-Edouard Vlasic,SJS,L,D,1987-03-30,Montréal,QC,CAN,CAN,73,205,2005,2,35,20062007,N,70,9,14,23
Anton Volchenkov,--,L,D,1982-02-25,Moscow,--,RUS,RUS,73,220,2000,1,21,20022003,N,46,0,7,7
Jakub Voracek,ARI,L,R,1989-08-15,Kladno,--,CZE,CZE,74,216,2007,1,7,20082009,N,82,22,59,81
Radim Vrbata,--,R,R,1981-06-13,Mlada Boleslav,--,CZE,CZE,73,194,1999,7,212,20012002,N,79,31,32,63
Joel Ward,--,R,R,1980-12-02,North York,ON,CAN,CAN,73,225,--,--,--,20062007,N,82,19,15,34
Mike Weaver,--,R,D,1978-05-02,Brampton,ON,CAN,CAN,70,186,--,--,--,20012002,N,31,0,4,4
Mike Weber,--,L,D,1987-12-16,Pittsburgh,PA,USA,USA,74,217,2006,2,57,20072008,N,64,1,6,7
Shea Weber,ARI,R,D,1985-08-14,Sicamous,BC,CAN,CAN,76,230,2003,2,49,20052006,N,78,15,30,45
Yannick Weber,--,R,D,1988-09-23,Morges,--,CHE,CHE,71,200,2007,3,73,20082009,N,65,11,10,21
Dale Weise,--,R,R,1988-08-05,Winnipeg,MB,CAN,CAN,74,196,2008,4,111,20102011,N,79,10,19,29
Stephen Weiss,--,L,C,1983-04-03,Toronto,ON,CAN,CAN,71,190,2001,1,4,20012002,N,52,9,16,25
Alexander Wennberg,NYR,L,C,1994-09-22,Stockholm,--,SWE,SWE,74,190,2013,1,14,20142015,N,68,4,16,20
Blake Wheeler,NYR,R,R,1986-08-31,Plymouth,MN,USA,USA,77,222,2004,1,5,20082009,N,79,26,35,61
Ryan White,--,R,C,1988-03-17,Brandon,MB,CAN,CAN,72,200,2006,3,66,20092010,N,34,6,6,12
Dennis Wideman,--,R,D,1983-03-20,Kitchener,ON,CAN,CAN,72,202,2002,8,241,20052006,N,80,15,41,56
Patrick Wiercioch,--,L,D,1990-09-12,Burnaby,BC,CAN,CAN,77,202,2008,2,42,20102011,N,56,3,10,13
Justin Williams,--,R,R,1981-10-04,Cobourg,ON,CAN,CAN,73,184,2000,1,28,20002001,N,81,18,23,41
Colin Wilson,--,L,C,1989-10-20,Greenwich,CT,USA,USA,73,215,2008,1,7,20092010,N,77,20,22,42
Tom Wilson,WSH,R,R,1994-03-29,Toronto,ON,CAN,CAN,76,220,2012,1,16,20132014,N,67,4,13,17
Tommy Wingels,--,R,C,1988-04-12,Evanston,IL,USA,USA,72,200,2008,6,177,20102011,N,75,15,21,36
Daniel Winnik,--,L,L,1985-03-06,Toronto,ON,CAN,CAN,74,210,2004,9,265,20072008,N,79,9,25,34
James Wisniewski,--,R,D,1984-02-21,Canton,MI,USA,USA,71,203,2002,5,156,20052006,N,69,8,26,34
Luke Witkowski,--,R,D,1990-04-14,Holland,MI,USA,USA,74,210,2008,6,160,20142015,N,16,0,0,0
Nail Yakupov,--,L,R,1993-10-06,Nizhnekamsk,--,RUS,RUS,71,195,2012,1,1,20122013,N,81,14,19,33
Keith Yandle,--,L,D,1986-09-09,Boston,MA,USA,USA,73,192,2005,4,105,20062007,N,84,6,46,52
Nikita Zadorov,VAN,L,D,1995-04-16,Moscow,--,RUS,RUS,78,248,2013,1,16,20132014,N,60,3,12,15
Travis Zajac,--,R,C,1985-05-13,Winnipeg,MB,CAN,CAN,74,185,2004,1,20,20062007,N,74,11,14,25
Henrik Zetterberg,--,L,C,1980-10-09,Njurunda,--,SWE,SWE,72,197,1999,7,210,20022003,N,77,17,49,66
Mika Zibanejad,NYR,R,C,1993-04-18,Stockholm,--,SWE,SWE,74,201,2011,1,6,20112012,N,80,20,26,46
Marek Zidlicky,--,R,D,1977-02-03,Most,--,CZE,CZE,71,190,2001,6,176,20032004,N,84,7,27,34
Dainius Zubrus,--,L,C,1978-06-16,Elektrenai,--,LTU,LTU,77,225,1996,1,15,19961997,N,74,4,6,10
Mats Zuccarello,MIN,L,R,1987-09-01,Oslo,--,NOR,NOR,68,181,--,--,--,20102011,N,78,15,34,49
Jason Zucker,NSH,L,L,1992-01-16,Newport Beach,CA,USA,USA,71,192,2010,2,59,20112012,N,51,21,5,26
